Season,Pos,Player,Team,GP,P Yds,P Comp,P TD,INT,Ru Yds,Ru TD,Rec,Rec Yds,Rec TD,Actual FFP,Projected FFP,Diff Perc,Top Prospect,Bottom Prospect,Pos Tier,Pos Prospect Mean Diff,Pos Prospect SD
2023,WR,Quez Watkins,PIT,9,,,,,,,15,142,1,28,46,-39%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jauan Jennings,SF,13,,,,,,,19,265,1,42,40,4%,FALSE,TRUE,WR3,12%,88%
2023,WR,Isaiah McKenzie,NYG,13,,,,,14,,11,82,,15,39,-62%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jalin Hyatt,NYG,17,,,,,,,23,373,,49,39,25%,FALSE,TRUE,WR3,12%,88%
2023,WR,Khalil Shakir,BUF,17,,,,,10,,39,611,2,94,38,144%,FALSE,TRUE,WR3,12%,88%
2023,WR,DeMario Douglas,NE,14,,,,,41,,49,561,,85,37,128%,FALSE,TRUE,WR3,12%,88%
2023,WR,Kyle Philips,TEN,9,,,,,,,15,181,,26,37,-30%,FALSE,TRUE,WR3,12%,88%
2023,WR,Sterling Shepard,NYG,15,,,,,6,,10,57,1,17,36,-51%,FALSE,TRUE,WR3,12%,88%
2023,WR,Charlie Jones,CIN,11,,,,,13,,7,64,,11,35,-68%,FALSE,TRUE,WR3,12%,88%
2023,WR,Antoine Green,DET,9,,,,,,,1,2,,1,35,-98%,FALSE,TRUE,WR3,12%,88%
2023,WR,Brandon Johnson,DEN,13,,,,,,,19,284,4,62,34,81%,FALSE,TRUE,WR3,12%,88%
2023,WR,Deven Thompkins,TB,17,,,,,56,,17,83,1,28,34,-16%,FALSE,TRUE,WR3,12%,88%
2023,WR,Cedric Tillman,CLE,14,,,,,8,,21,224,,34,34,-1%,FALSE,TRUE,WR3,12%,88%
2023,WR,Greg Dortch,ARI,16,,,,,5,,24,280,2,53,34,55%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jamal Agnew,JAC,11,,,,,-2,,14,225,1,35,34,5%,FALSE,TRUE,WR3,12%,88%
2023,WR,Scott Miller,PIT,17,,,,,,,11,161,2,34,30,12%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jalen Tolbert,DAL,17,,,,,,,22,268,2,50,30,68%,FALSE,TRUE,WR3,12%,88%
2023,WR,Zach Pascal,ARI,14,,,,,,,4,19,,4,28,-86%,FALSE,TRUE,WR3,12%,88%
2023,WR,River Cracraft,MIA,10,,,,,,,9,121,1,23,26,-14%,FALSE,TRUE,WR3,12%,88%
2023,WR,Brandon Powell,MIN,17,,,,,17,,29,324,1,55,26,107%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jason Brownlee,NYJ,7,,,,,,,5,56,1,14,26,-46%,FALSE,TRUE,WR3,12%,88%
2023,WR,Samori Toure,GB,11,,,,,,,8,78,,12,26,-55%,FALSE,TRUE,WR3,12%,88%
2023,WR,Nelson Agholor,BAL,17,,,,,,,35,381,4,80,25,223%,FALSE,TRUE,WR3,12%,88%
2023,WR,A.T. Perry,NO,10,,,,,,,12,246,4,55,25,123%,FALSE,TRUE,WR3,12%,88%
2023,WR,Dyami Brown,WAS,17,,,,,,,12,168,1,29,24,19%,FALSE,TRUE,WR3,12%,88%
2023,WR,Tyler Scott,CHI,17,,,,,41,,17,168,,29,23,29%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jake Bobo,SEA,17,,,,,3,1,19,196,2,47,21,121%,FALSE,TRUE,WR3,12%,88%
2023,WR,Parker Washington,JAC,9,,,,,,,16,132,2,33,21,55%,FALSE,TRUE,WR3,12%,88%
2023,WR,Chris Moore,ARI,17,,,,,39,,22,424,,57,21,170%,FALSE,TRUE,WR3,12%,88%
2023,WR,Calvin Austin,PIT,17,,,,,57,1,17,180,1,44,20,119%,FALSE,TRUE,WR3,12%,88%
2023,WR,Malik Heath,GB,13,,,,,,,15,125,1,26,19,40%,FALSE,TRUE,WR3,12%,88%
2023,WR,Olamide Zaccheaus,WAS,17,,,,,,,10,164,2,33,17,93%,FALSE,TRUE,WR3,12%,88%
2023,WR,DeAndre Carter,LV,17,,,,,18,,4,39,,8,17,-54%,FALSE,TRUE,WR3,12%,88%
2023,WR,Tre Tucker,LV,16,,,,,77,,19,331,2,62,16,282%,FALSE,TRUE,WR3,12%,88%
2023,WR,David Bell,CLE,15,,,,,,,14,167,3,42,16,156%,FALSE,TRUE,WR3,12%,88%
2023,WR,Andrei Iosivas,CIN,16,,,,,,,15,116,4,43,16,178%,FALSE,TRUE,WR3,12%,88%
2023,WR,Devin Duvernay,JAC,13,,,,,15,,4,18,,5,15,-64%,FALSE,TRUE,WR3,12%,88%
2023,WR,Derius Davis,LAC,17,,,,,101,,15,66,,24,14,76%,FALSE,TRUE,WR3,12%,88%
2023,WR,Velus Jones,CHI,14,,,,,51,,4,20,,9,14,-33%,FALSE,TRUE,WR3,12%,88%
2023,WR,KaVontae Turpin,DAL,16,,,,,110,1,12,127,3,54,13,299%,FALSE,TRUE,WR3,12%,88%
2023,WR,Rakim Jarrett,TB,10,,,,,,,4,60,,8,13,-40%,FALSE,TRUE,WR3,12%,88%
2023,WR,Jalen Nailor,MIN,6,,,,,,,3,29,,4,12,-65%,FALSE,TRUE,WR3,12%,88%
2023,WR,Ronnie Bell,SF,17,,,,,,,6,68,3,28,12,141%,FALSE,TRUE,WR3,12%,88%
2023,WR,Xavier Hutchinson,HOU,16,,,,,49,,8,90,,18,10,85%,FALSE,TRUE,WR3,12%,88%
2023,WR,Tim Jones,JAC,17,,,,,,,11,83,,14,7,89%,FALSE,TRUE,WR3,12%,88%
2023,RB,Brian Robinson,WAS,15,,,,,733,5,36,368,4,182,173,5%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Isiah Pacheco,KC,14,,,,,935,7,44,244,2,194,169,15%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Kenneth Walker,SEA,15,,,,,905,8,29,259,1,185,168,10%,FALSE,FALSE,RB2,-8%,42%
2023,RB,AJ Dillon,GB,15,,,,,613,2,22,223,,107,168,-37%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Dalvin Cook,BAL,15,,,,,214,,15,78,,37,160,-77%,FALSE,FALSE,RB2,-8%,42%
2023,RB,D'Andre Swift,CHI,16,,,,,1049,5,39,214,1,182,159,15%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Antonio Gibson,NE,16,,,,,265,1,48,389,2,107,155,-30%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Zach Charbonnet,SEA,16,,,,,462,1,33,209,,90,154,-42%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Raheem Mostert,MIA,15,,,,,1012,18,25,175,3,257,148,74%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Jonathan Taylor,IND,10,,,,,741,7,19,153,1,147,133,10%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Jamaal Williams,NO,13,,,,,306,1,18,62,,52,132,-61%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Ezekiel Elliott,DAL,17,,,,,642,3,51,313,2,151,129,17%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Jerick McKinnon,KC,12,,,,,60,1,25,192,4,68,128,-47%,FALSE,FALSE,RB2,-8%,42%
2023,RB,Jaylen Warren,PIT,17,,,,,784,4,61,370,,170,125,35%,FALSE,FALSE,RB2,-8%,42%
2023,WR,Justin Jefferson,MIN,10,,,,,-12,,68,1074,5,170,277,-39%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Tyreek Hill,MIA,16,,,,,15,,119,1799,13,319,266,20%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Cooper Kupp,LA,12,,,,,-3,,59,737,5,133,259,-49%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Davante Adams,LV,17,,,,,,,103,1144,8,214,255,-16%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Ja'Marr Chase,CIN,16,,,,,-6,,100,1216,7,213,252,-15%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Amon-Ra St. Brown,DET,16,,,,,24,,119,1515,10,273,236,16%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Stefon Diggs,HOU,17,,,,,5,,107,1183,8,220,231,-5%,TRUE,FALSE,WR1,-9%,29%
2023,WR,CeeDee Lamb,DAL,17,,,,,113,2,135,1749,12,338,217,55%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Jaylen Waddle,MIA,14,,,,,12,,72,1014,4,163,214,-24%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Garrett Wilson,NYJ,17,,,,,,,95,1042,3,170,208,-18%,TRUE,FALSE,WR1,-9%,29%
2023,WR,A.J. Brown,PHI,17,,,,,,,106,1456,7,241,207,17%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Tee Higgins,CIN,12,,,,,,,42,656,5,117,206,-43%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Calvin Ridley,TEN,17,,,,,23,,76,1016,8,190,206,-8%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Christian Watson,GB,9,,,,,11,,28,422,5,87,195,-55%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Jahan Dotson,WAS,17,,,,,,,49,518,4,100,192,-48%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Chris Olave,NO,16,,,,,,,87,1123,5,186,192,-3%,TRUE,FALSE,WR1,-9%,29%
2023,WR,DeAndre Hopkins,TEN,17,,,,,9,,75,1057,7,186,189,-2%,TRUE,FALSE,WR1,-9%,29%
2023,WR,DeVonta Smith,PHI,16,,,,,,,81,1066,7,189,189,0%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Keenan Allen,CHI,13,,,,,6,,108,1243,7,221,188,17%,TRUE,FALSE,WR1,-9%,29%
2023,WR,DK Metcalf,SEA,16,,,,,,,66,1114,8,192,188,2%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Deebo Samuel,SF,15,,,,,225,5,60,892,7,214,188,14%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Terry McLaurin,WAS,17,,,,,,,79,1002,4,164,185,-12%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Mike Williams,NYJ,3,,,,,3,,19,249,1,41,185,-78%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Amari Cooper,CLE,15,,,,,,,72,1250,5,191,184,4%,TRUE,FALSE,WR1,-9%,29%
2023,WR,DJ Moore,CHI,17,,,,,21,1,96,1364,8,241,183,32%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Tyler Lockett,SEA,17,,,,,,,79,894,5,159,180,-12%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Jordan Addison,MIN,17,,,,,2,,70,911,10,186,177,5%,TRUE,FALSE,WR1,-9%,29%
2023,WR,Gabe Davis,JAC,17,,,,,-2,,45,746,7,139,176,-21%,TRUE,FALSE,WR1,-9%,29%
2023,TE,Travis Kelce,KC,15,,,,,,,93,984,5,175,225,-22%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Mark Andrews,BAL,10,,,,,,,45,544,6,113,182,-38%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Darren Waller,NYG,12,,,,,,,52,552,1,87,182,-52%,TRUE,FALSE,TE1,-14%,29%
2023,TE,T.J. Hockenson,MIN,15,,,,,,,95,960,5,174,174,0%,TRUE,FALSE,TE1,-14%,29%
2023,TE,George Kittle,SF,16,,,,,,,65,1020,6,171,161,6%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Dallas Goedert,PHI,14,,,,,,,59,592,3,107,141,-24%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Kyle Pitts,ATL,17,,,,,,,53,667,3,111,139,-20%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Tyler Higbee,LA,15,,,,,,,47,495,2,85,138,-39%,TRUE,FALSE,TE1,-14%,29%
2023,TE,David Njoku,CLE,16,,,,,,,81,882,6,165,133,24%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Evan Engram,JAC,17,,,,,,,114,963,4,177,132,34%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Pat Freiermuth,PIT,12,,,,,,,32,308,2,59,121,-52%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Chigoziem Okonkwo,TEN,17,,,,,,,54,528,1,86,119,-28%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Hunter Henry,NE,14,,,,,,,42,419,6,99,112,-12%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Cole Kmet,CHI,17,,,,,,,73,719,6,144,112,29%,TRUE,FALSE,TE1,-14%,29%
2023,TE,Dalton Kincaid,BUF,16,,,,,,,73,673,2,116,111,4%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Dalton Schultz,HOU,15,,,,,,,59,635,5,123,108,14%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Zach Ertz,WAS,7,,,,,,,27,187,1,38,102,-63%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Dawson Knox,BUF,12,,,,,,,22,186,2,42,102,-59%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Jake Ferguson,DAL,17,,,,,,,71,761,5,142,101,40%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Sam LaPorta,DET,17,,,,,,,86,889,10,192,100,93%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Juwan Johnson,NO,13,,,,,,,37,368,4,79,98,-19%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Irv Smith,KC,12,,,,,,,18,115,1,27,98,-73%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Luke Musgrave,GB,11,,,,,,,34,352,1,58,98,-40%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Noah Fant,SEA,17,,,,,,,32,414,,57,97,-41%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Trey McBride,ARI,17,,,,,,,81,825,3,141,93,51%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Michael Mayer,LV,14,,,,,,,27,304,2,56,93,-40%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Gerald Everett,CHI,15,,,,,,,51,411,3,85,89,-5%,FALSE,FALSE,TE2,-17%,53%
2023,TE,Greg Dulcich,DEN,2,,,,,,,3,25,,4,87,-95%,FALSE,FALSE,TE2,-17%,53%
2023,QB,Dak Prescott,DAL,17,4516,410,36,9,242,2,,,,352,306,15%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Russell Wilson,PIT,15,3070,297,26,8,341,3,,,,271,297,-9%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Bryce Young,CAR,16,2877,315,11,10,253,,,,,174,294,-41%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Matthew Stafford,LA,15,3965,326,24,11,65,,,,,250,287,-13%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Jared Goff,DET,17,4575,407,30,12,21,2,,,,305,286,7%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Jordan Love,GB,17,4159,372,32,11,247,4,,,,332,284,17%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Sam Howell,SEA,17,3946,388,21,21,263,5,,,,277,274,1%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Jimmy Garoppolo,LA,7,1205,110,7,9,39,,,,,71,267,-73%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Kenny Pickett,PHI,12,2070,201,6,4,54,1,,,,114,264,-57%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Brock Purdy,SF,16,4280,308,31,11,144,2,,,,311,261,19%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Derek Carr,NO,17,3878,375,25,8,40,,,,,251,260,-3%,FALSE,FALSE,QB2,-17%,33%
2023,QB,C.J. Stroud,HOU,15,4108,319,23,5,167,3,,,,286,258,11%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Ryan Tannehill,TEN,10,1616,149,4,7,74,1,,,,87,253,-66%,FALSE,FALSE,QB2,-17%,33%
2023,QB,Mac Jones,JAC,11,2120,224,10,12,96,,,,,122,248,-51%,FALSE,FALSE,QB2,-17%,33%
2023,WR,Christian Kirk,JAC,12,,,,,6,,57,787,3,126,172,-27%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Jerry Jeudy,CLE,16,,,,,,,54,758,2,115,171,-33%,FALSE,FALSE,WR2,-23%,40%
2023,WR,George Pickens,PIT,17,,,,,18,,63,1140,5,177,169,5%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Skyy Moore,KC,14,,,,,23,,21,244,1,43,169,-74%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Brandon Aiyuk,SF,16,,,,,,,75,1342,7,214,166,29%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Drake London,ATL,16,,,,,,,69,905,2,137,165,-17%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Allen Lazard,NYJ,14,,,,,,,23,311,1,49,163,-70%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Mike Evans,TB,17,,,,,,,79,1255,13,243,162,50%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Chris Godwin,TB,17,,,,,38,1,83,1024,2,166,162,2%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Michael Thomas,NO,10,,,,,,,39,448,1,70,162,-57%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Courtland Sutton,DEN,16,,,,,,,59,772,10,167,153,9%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Jaxon Smith-Njigba,SEA,17,,,,,,,63,628,4,118,153,-23%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Brandin Cooks,DAL,16,,,,,35,,54,657,8,144,152,-5%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Zay Jones,ARI,9,,,,,,,34,321,2,61,150,-59%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Marquez Valdes-Scantling,KC,16,,,,,,,21,315,1,48,150,-68%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Michael Pittman,IND,16,,,,,,,109,1152,4,194,147,31%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Jonathan Mingo,CAR,15,,,,,,,43,418,,63,147,-57%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Adam Thielen,CAR,17,,,,,6,,103,1014,4,178,147,21%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Treylon Burks,TEN,11,,,,,18,,16,221,,32,147,-78%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Quentin Johnston,LAC,17,,,,,9,,38,431,2,75,146,-49%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Diontae Johnson,CAR,13,,,,,,,51,717,5,127,145,-12%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Jakobi Meyers,LV,16,,,,,24,2,71,807,8,179,145,23%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Tyler Boyd,TEN,17,,,,,11,,67,667,2,113,139,-19%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Odell Beckham,MIA,14,,,,,,,35,565,3,92,137,-33%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Donovan Peoples-Jones,DET,8,,,,,,,5,58,,8,134,-94%,FALSE,FALSE,WR2,-23%,40%
2023,WR,JuJu Smith-Schuster,NE,11,,,,,,,29,260,1,47,133,-65%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Romeo Doubs,GB,17,,,,,,,59,674,8,145,132,10%,FALSE,FALSE,WR2,-23%,40%
2023,WR,Zay Flowers,BAL,16,,,,,56,1,77,858,5,166,130,27%,FALSE,FALSE,WR2,-23%,40%
2023,RB,Christian McCaffrey,SF,16,,,,,1459,14,67,564,7,362,300,20%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Austin Ekeler,WAS,14,,,,,628,5,51,436,1,168,273,-39%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Nick Chubb,CLE,2,,,,,170,,4,21,,21,265,-92%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Derrick Henry,BAL,17,,,,,1167,12,28,214,,224,258,-13%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Saquon Barkley,PHI,14,,,,,962,6,41,280,4,205,257,-20%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Tony Pollard,TEN,17,,,,,1005,6,55,311,,195,255,-23%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Bijan Robinson,ATL,17,,,,,976,4,58,487,4,223,254,-12%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Josh Jacobs,GB,13,,,,,805,6,37,296,,165,228,-28%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Rhamondre Stevenson,NE,12,,,,,619,4,38,238,,129,220,-41%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Joe Mixon,HOU,17,,,,,1034,9,52,376,3,239,219,9%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Jahmyr Gibbs,DET,15,,,,,945,10,52,316,1,218,218,0%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Dameon Pierce,HOU,14,,,,,416,2,13,101,,70,218,-68%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Najee Harris,PIT,17,,,,,1035,8,29,170,,183,216,-15%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Rachaad White,TB,17,,,,,990,6,64,549,3,240,207,16%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Aaron Jones,MIN,11,,,,,656,2,30,233,1,122,204,-40%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Cam Akers,MIN,6,,,,,138,1,11,70,,32,198,-84%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Miles Sanders,CAR,16,,,,,432,1,27,154,,78,198,-61%,TRUE,FALSE,RB1,-23%,36%
2023,RB,J.K. Dobbins,LAC,1,,,,,22,1,2,15,,11,196,-95%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Khalil Herbert,CHI,12,,,,,611,2,20,134,1,103,194,-47%,TRUE,FALSE,RB1,-23%,36%
2023,RB,David Montgomery,DET,14,,,,,1015,13,16,117,,199,192,4%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Alexander Mattison,LV,16,,,,,700,,30,192,3,122,192,-36%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Travis Etienne,JAC,17,,,,,1008,11,58,476,1,249,190,32%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Javonte Williams,DEN,16,,,,,774,3,47,228,2,154,189,-19%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Samaje Perine,DEN,17,,,,,238,1,50,455,,100,186,-46%,TRUE,FALSE,RB1,-23%,36%
2023,RB,James Conner,ARI,13,,,,,1040,7,27,165,2,188,186,1%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Breece Hall,NYJ,17,,,,,994,5,76,591,4,251,184,36%,TRUE,FALSE,RB1,-23%,36%
2023,RB,James Cook,BUF,17,,,,,1122,2,44,445,4,215,182,18%,TRUE,FALSE,RB1,-23%,36%
2023,RB,Alvin Kamara,NO,13,,,,,694,5,75,466,1,190,181,5%,TRUE,FALSE,RB1,-23%,36%
2023,QB,Josh Allen,BUF,17,4306,385,29,18,524,15,,,,413,421,-2%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Patrick Mahomes,KC,16,4183,401,27,14,389,,,,,300,416,-28%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Jalen Hurts,PHI,17,3858,352,23,15,605,15,,,,382,398,-4%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Lamar Jackson,BAL,16,3678,307,24,7,821,5,,,,348,362,-4%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Justin Fields,PIT,13,2562,227,16,9,657,4,,,,247,357,-31%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Joe Burrow,CIN,10,2309,244,15,6,88,,,,,155,350,-56%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Trevor Lawrence,JAC,16,4016,370,21,14,339,4,,,,289,343,-16%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Justin Herbert,LAC,13,3134,297,20,7,228,3,,,,239,340,-30%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Deshaun Watson,CLE,6,1115,105,7,4,142,1,,,,89,336,-74%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Anthony Richardson,IND,4,577,50,3,1,136,4,,,,72,317,-77%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Tua Tagovailoa,MIA,17,4624,388,29,14,74,,,,,294,314,-6%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Daniel Jones,NYG,6,909,108,2,6,206,1,,,,65,314,-79%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Kirk Cousins,ATL,8,2331,216,18,5,25,,,,,163,314,-48%,TRUE,FALSE,QB1,-34%,28%
2023,QB,Geno Smith,SEA,15,3624,323,20,9,155,1,,,,237,308,-23%,TRUE,FALSE,QB1,-34%,28%